0,172169593121552
0,538462781170998
1,00897035386385
1,10413439671518
1,53112106983806
1,72886303117145
2,01073038599692
2,31018755767723
2,46864313246986
2,56380717532119
2,67634931843751
2,87409127977091
3,03254685456353
3,10888049441097
3,2040445372623
3,23580367570264
3,26756281414298
3,34389645399042
3,42023009383786
3,4519892322782
3,50753938143137
3,56308953058454
3,59484866902488
3,65039881817806
3,70594896733123
3,73770810577157
3,76946724421191
3,80122638265226
